Date,Close,High,Low,Open,Volume
,SHREECEM.NS,SHREECEM.NS,SHREECEM.NS,SHREECEM.NS,SHREECEM.NS
2010-01-04,1821.04150390625,1832.687232643647,1770.2830724435025,1786.290087513428,6976
2010-01-05,1897.73583984375,1916.2019246294153,1838.2547276953374,1855.8856412875693,19634
2010-01-06,1966.5433349609375,2277.2651600202357,1884.7915738196155,1911.5627085145836,29100
2010-01-07,2090.33056640625,2156.2145149330177,1971.9716260311723,1990.4375998579796,36846
2010-01-08,2060.079833984375,2148.187973596017,2041.567417059429,2108.286425922311,16820
2010-01-11,2108.425537109375,2180.6659882325966,2064.7660014348994,2097.151120598157,34698
2010-01-12,2026.951416015625,2119.4208012475106,2013.6353496966278,2119.4208012475106,12655
2010-01-13,2047.5059814453125,2064.672924865543,2018.1828955783615,2018.1828955783615,9520
2010-01-14,2095.75927734375,2175.655260714699,2050.7540415894123,2056.3216996208766,13575
2010-01-15,2060.496826171875,2115.6629760055707,2047.9695993520957,2102.718220268169,7277
2010-01-18,2032.9376220703125,2077.386002295697,1985.7516286855507,2042.4490380652899,21665
2010-01-19,2028.2979736328125,2074.8806696543306,2027.5555738795674,2040.5467766412671,9780
2010-01-20,2035.2110595703125,2068.33858057846,2027.6019720002969,2042.4026180846952,5778
2010-01-21,1963.666015625,2069.3123913356985,1939.4004026419775,2018.2755386345937,29461
2010-01-22,1937.12744140625,1971.8788612033886,1902.2831366903279,1945.107615221265,10850
2010-01-25,1877.9217529296875,1953.358578167777,1851.7839775215464,1953.358578167777,8905
2010-01-27,1848.9932861328125,1883.5955893180924,1837.08705624851,1883.5955893180924,16648
2010-01-28,1846.2493896484375,1878.9449142063745,1833.4595418413396,1869.6432067103033,4278
2010-01-29,1834.8548583984375,1864.480775039935,1758.0227746595988,1814.8097462119397,10010
2010-02-01,1848.1561279296875,1885.4559491075734,1795.2293940688785,1842.8540869800916,11717
2010-02-02,1858.853271484375,1899.8737793350676,1841.738106772795,1897.5483524325766,6052
2010-02-03,1861.7366943359375,1883.59570623546,1854.7604139424727,1869.6431454485307,2230
2010-02-04,1814.99560546875,1874.2474345247535,1813.8328920763934,1842.6681842068385,4430
2010-02-05,1811.2750244140625,1869.6432399908927,1734.7684788970223,1799.880432528546,7258
2010-02-08,1864.806884765625,1920.8031341040503,1814.7636390493958,1855.6911634564553,7680
2010-02-09,1846.5751953125,1925.4537317716959,1832.4366432803095,1846.3892065540174,8170
2010-02-10,1826.297607421875,1938.4761976882494,1816.6238071425869,1916.1520956035479,100635
2010-02-11,1855.73681640625,1883.5953791886045,1832.4359985192843,1833.4127230232739,24742
2010-02-15,1857.3653564453125,1877.0849347216058,1851.226137476909,1864.9927126446084,2391
2010-02-16,1887.0374755859375,1897.5484511505128,1851.970081490525,1866.3877290360315,26271
2010-02-17,1949.823974609375,1968.2414017646097,1897.5484213609657,1897.5484213609657,11051
2010-02-18,1955.823974609375,1971.9625323978507,1930.1048371346888,1953.3591122808898,8372
2010-02-19,1986.472412109375,2007.3081425856178,1906.849718396903,1925.546238180108,5569
2010-02-22,2093.11669921875,2102.185863897067,1998.9369121746888,2009.1687902733029,37371
2010-02-23,2066.606689453125,2130.0908377844744,1986.8445543701473,2111.4874243540426,25713
2010-02-24,2042.515625,2116.603637765752,2028.7024978980905,2116.603637765752,14800
2010-02-25,1958.893310546875,2077.955182653795,1953.3588392541546,1999.8673830459204,14391
2010-02-26,1991.5423583984375,2018.4707592846814,1958.893270487296,1994.2863170075377,8879
2010-03-02,2026.98193359375,2039.3998066055271,2000.7977122045559,2000.7977122045559,2562
2010-03-03,2086.97802734375,2092.8847039006573,2032.4235902324158,2032.4235902324158,7973
2010-03-04,2082.930908203125,2109.8127456180578,1963.7294188168537,2087.6746416391884,6690
2010-03-05,2050.096923828125,2111.39510308198,2032.4236744847792,2099.3959877858792,5962
2010-03-08,2074.606689453125,2120.7430283209746,2065.909500987027,2120.7430283209746,5822
2010-03-09,2061.119140625,2073.350796298243,2028.2375106901384,2061.3980102021924,13452
2010-03-10,2078.885498046875,2087.2570365113547,2037.0743596900056,2046.3760690949828,2909
2010-03-11,2109.115966796875,2119.859486135898,1933.4067742064653,1933.4067742064653,9872
2010-03-12,2120.32373046875,2137.531885333269,2102.278512961301,2113.3474514696204,3753
2010-03-15,2150.74072265625,2157.9960997895528,2097.581556121265,2097.581556121265,6814
2010-03-16,2160.18212890625,2229.5261765422692,2148.6944293237443,2157.9961368099944,14911
2010-03-17,2084.652587890625,2200.7845248508947,2070.095502982107,2200.7845248508947,13347
2010-03-18,2070.699462890625,2137.5323201338847,2064.979003784693,2137.5323201338847,5326
2010-03-19,2084.839111328125,2104.512139496785,2060.3290117062447,2060.3290117062447,9983
2010-03-22,2083.861328125,2144.0433230542826,2065.908989372478,2144.0433230542826,3020
2010-03-23,2088.512451171875,2123.114757997636,2083.582500729334,2120.7893310995005,2470
2010-03-25,2111.34814453125,2147.7642381567307,2083.58245711177,2101.2557011676286,7017
2010-03-26,2112.836181640625,2134.741746946079,2098.558197714999,2098.837067249786,44012
2010-03-29,2135.672607421875,2152.369131386306,2116.2321244369714,2130.091581444292,7419
2010-03-30,2137.718505859375,2167.297982976869,2117.9989301452065,2135.6721754999535,8558
2010-03-31,2196.923095703125,2209.1547458802015,2104.5105737069284,2148.6936686245326,137656
2010-04-01,2203.52783203125,2219.3872878680777,2159.0193003384893,2191.4821668973977,9156
2010-04-05,2201.760986328125,2232.410070840541,2195.2963442498153,2209.155799269285,3045
2010-04-06,2186.6455078125,2210.4577434462813,2160.321629407043,2210.4577434462813,2955
2010-04-07,2179.157470703125,2204.4580690593098,2176.599501203847,2195.2029157440506,2541
2010-04-08,2179.57568359375,2195.2025949423337,2176.5991831207884,2180.3198654850976,6913
2010-04-09,2150.183349609375,2195.2035346525263,2144.0441302432514,2194.64534122196,1516
2010-04-12,2170.87939453125,2185.7155746173557,2125.4404563024023,2153.345582643353,4659
2010-04-13,2112.743896484375,2181.25089671036,2103.116536231183,2176.2743912475953,31108
2010-04-15,2135.765869140625,2167.298577347417,2103.209881927252,2121.8133031920365,41950
2010-04-16,2094.09375,2116.1387544631602,2092.884482436092,2107.209023167766,9813
2010-04-19,2046.933837890625,2115.208279923645,2037.0739371296315,2093.814352730046,14827
2010-04-20,2089.535400390625,2092.884105796884,2064.9789843862586,2069.629837954696,1798
2010-04-21,2076.46728515625,2108.6976188866965,2064.979582676871,2101.256251021194,7937
2010-04-22,2061.677001953125,2111.4876931731274,2051.0265918267605,2072.420519995475,3566
2010-04-23,2120.74267578125,2130.090936883444,2064.0488161329095,2074.2806939956686,7176
2010-04-26,2120.32373046875,2152.4146138647457,2084.512164939885,2139.3922263997038,2646
2010-04-27,2100.697509765625,2120.7892885998735,2074.2807515691743,2118.8358392075975,2685
2010-04-28,2084.140869140625,2092.884384175295,2060.3284048659016,2091.024042500472,4081
2010-04-29,2082.745849609375,2092.8846220525347,2047.306245838946,2075.21137413298,14332
2010-04-30,2018.7496337890625,2083.5359359991235,2009.1688295997917,2072.978634191662,41731
2010-05-03,1998.286376953125,2044.9809150858173,1988.7055703677406,2044.9809150858173,12085
2010-05-04,1953.637451171875,2036.1435419674156,1953.358354559878,1990.5651803610185,18846
2010-05-05,1952.0103759765625,1975.8691710268615,1898.0139046025663,1911.501383954067,12806
2010-05-06,1938.2431640625,2026.8419217718956,1911.500756879874,1958.939461795141,5422
2010-05-07,1942.1964111328125,1948.7076059977212,1878.9448038736978,1906.943032629788,25335
2010-05-10,1941.499267578125,1962.614102204669,1917.1753886716067,1934.7555283566894,27941
2010-05-11,1973.450439453125,1983.1241248348404,1942.1966100633897,1942.1966100633897,6140
2010-05-12,1970.2413330078125,1987.7751447047478,1930.1976588186658,1976.5665403280395,2346
2010-05-13,1931.9180908203125,1981.2636944503513,1918.570276833839,1981.2636944503513,1560
2010-05-14,1967.0792236328125,1994.286726785081,1920.849767968663,1930.1049244771657,3891
2010-05-17,1977.2176513671875,1995.2165488335254,1868.7133084412833,1967.0788795551039,4027
2010-05-18,1977.3106689453125,1997.03024539281,1968.7065886500077,1992.4259451397668,1007
2010-05-19,1906.8505859375,1976.6134122522867,1888.2471655868903,1917.1755750691018,4647
2010-05-20,1995.9139404296875,2027.7722894730136,1813.8330112258607,1916.1517964744992,63926
2010-05-21,1857.8768310546875,1985.8217706798232,1815.7865976790556,1883.5960792409815,58312
2010-05-24,1879.549560546875,1929.1741476629998,1788.02073546056,1860.3415117290258,13281
2010-05-25,1804.1593017578125,1925.4070455696412,1790.7183788124464,1853.0862642346679,9241
2010-05-26,1829.5531005859375,1904.0132103442168,1814.7633610948285,1814.7633610948285,21214
2010-05-27,1779.4635009765625,1842.250037266868,1765.464383392593,1783.6957104802311,6374
2010-05-28,1808.8565673828125,1823.134665652014,1744.163146456106,1812.902787426416,23522
2010-05-31,1837.7850341796875,1841.7382602433413,1797.2760487442213,1823.1348434732065,5647
2010-06-01,1859.2254638671875,1930.1044343010974,1811.0425704020417,1841.7382071885172,31306
2010-06-02,1869.875732421875,1918.0120682770332,1860.527471054699,1918.0120682770332,13913
2010-06-03,1874.24755859375,1888.2466741829112,1865.4109362268841,1888.2466741829112,5256
2010-06-04,1895.08349609375,1915.221717041929,1841.9242110586413,1869.6899008532368,9226
2010-06-07,1918.3841552734375,1925.4535441469106,1874.2941504618477,1905.9199574671593,8141
2010-06-08,1944.614990234375,1970.1015770227084,1911.5939298074127,1930.197344132462,29078
