Date,Close,High,Low,Open,Volume
,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS
2010-01-04,3.0281050205230713,3.043990903228916,2.9363171049509886,2.9363171049509886,4660649
2010-01-05,3.007805585861206,3.095180764258429,2.9654421452076516,3.089444303265148,3187793
2010-01-06,3.0510523319244385,3.097828736389328,2.9583822887221953,3.0095716555188483,1928814
2010-01-07,3.032518148422241,3.088119607244449,2.9919195909356473,3.088119607244449,1388767
2010-01-08,3.0876777172088623,3.1684334360845376,3.022367362845965,3.036930611569011,3126964
2010-01-11,3.165785551071167,3.1772595543371502,3.102241156985727,3.1419567281537883,3920310
2010-01-12,3.0466389656066895,3.330827118163792,2.9676483364317896,3.239039852860126,22134432
2010-01-13,2.8860106468200684,3.102241452376303,2.85953395781436,3.0660558571740246,4801039
2010-01-14,2.9632365703582764,3.0183966491338627,2.9133707034930802,2.9133707034930802,2555216
2010-01-15,2.9919192790985107,3.009571125315798,2.9213131936880052,2.9213131936880052,1191356
2010-01-18,3.0841479301452637,3.122540002709848,2.9566166762148973,3.025898396847204,3208172
2010-01-19,2.992802143096924,3.1243049703164743,2.9654416092791167,3.0713505166373554,649765
2010-01-20,2.994126081466675,3.0625250437172453,2.9570575036359528,3.0625250437172453,748573
2010-01-21,2.9045443534851074,3.052816700912605,2.886010391272836,3.052816700912605,1419644
2010-01-22,2.9071919918060303,2.9901541905608315,2.7011117260674586,2.869241521319255,2024431
2010-01-25,2.8838045597076416,2.961030322046429,2.788928029915026,2.788928029915026,704007
2010-01-27,2.7977538108825684,2.8833630282056055,2.780102178032568,2.8683601257060896,999195
2010-01-28,2.804814338684082,2.868359598858221,2.6918443856621677,2.7898103560580325,1756415
2010-01-29,2.7227354049682617,2.7801019619573566,2.683018746845541,2.7403861701404884,2996661
2010-02-01,2.7328851222991943,2.753625352953882,2.7205292171669884,2.743475929066298,880729
2010-02-02,2.664926528930664,3.0713508769907256,2.6477160641595634,3.0713508769907256,2326207
2010-02-03,2.683901786804199,2.770393981573921,2.630947324384082,2.770393981573921,1075360
2010-02-04,2.6402149200439453,2.690962902794195,2.6300654967550745,2.665809494557574,1218734
2010-02-05,2.595644235610962,2.66536755145231,2.577110491189934,2.5903482922117917,1142982
2010-02-08,2.5634305477142334,2.621239351798471,2.5422487206348703,2.5731392370623483,849234
2010-02-09,2.616384744644165,2.727148222771721,2.559458923767837,2.572697809108679,966671
2010-02-10,2.5965278148651123,2.6918448554557433,2.5801994644573725,2.5947618502632963,640090
2010-02-11,2.575345516204834,2.6380080103239605,2.559458768131291,2.5916729973308303,553118
2010-02-15,2.5435729026794434,2.6380080272456627,2.516213234174546,2.60182243566028,471808
2010-02-16,2.567843198776245,2.585936644935988,2.5179782043337235,2.560782373432411,653264
2010-02-17,2.7328851222991943,2.9698553170911373,2.6128551848249066,2.6477164189769034,22969772
2010-02-18,2.659189224243164,2.762450255891892,2.63094657796819,2.7359724907525704,2947360
2010-02-19,2.6274170875549316,2.700670388834349,2.604470379879581,2.6397729904127014,2969489
2010-02-22,2.6084418296813965,2.735973091145091,2.599174523218418,2.735973091145091,1238908
2010-02-23,2.6269760131835938,2.638890318065476,2.58681883688408,2.58681883688408,665615
2010-02-24,2.5762276649475098,2.6212391798996206,2.5603417829767965,2.617708334176805,523373
2010-02-25,2.5166542530059814,2.638890453261424,2.4985618867547292,2.5859370699728172,2471538
2010-02-26,2.6508054733276367,2.780101832393307,2.495472076496144,2.495472076496144,13283088
2010-03-02,2.7770135402679443,2.8582097940477604,2.665368149879505,2.665368149879505,6508462
2010-03-03,2.8352627754211426,2.8771850495423337,2.780102048002237,2.868359991547777,3357207
2010-03-04,2.824230194091797,2.862622266418004,2.8065792142500547,2.833938882734074,1498485
2010-03-05,2.8445301055908203,2.868359796373475,2.781426223856531,2.8665938319582596,1145864
2010-03-08,2.8312907218933105,2.9124878195568327,2.8246712802830447,2.88601005311577,971509
2010-03-09,2.84629487991333,2.868359688331937,2.784514499223465,2.8577686669215847,1722141
2010-03-10,2.8348212242126465,2.8763027627540074,2.807461553550917,2.850707973640489,695155
2010-03-11,2.759361505508423,2.8560031208107035,2.7359731967708636,2.829526215144638,1418924
2010-03-12,2.822465181350708,2.8462948711625145,2.753624841853745,2.7792196297030345,1279769
2010-03-15,2.7611262798309326,2.8352623433606694,2.7359728758760054,2.7823078885100365,463059
2010-03-16,2.7518599033355713,2.804372760032344,2.7231756530743105,2.7598028443395557,341299
2010-03-17,2.7655396461486816,2.8154055117327936,2.7386213568691753,2.8154055117327936,283352
2010-03-18,2.75803804397583,2.868359929583325,2.745240757223712,2.868359929583325,359722
2010-03-19,2.7461233139038086,2.80216614738885,2.7447987324479257,2.753624655189938,430020
2010-03-22,2.741711139678955,2.7712772963085697,2.700670976983529,2.700670976983529,1214309
2010-03-23,2.707289695739746,2.7889273169090005,2.6927273127729565,2.7889273169090005,1010620
2010-03-25,2.688756227493286,2.6918446077857685,2.6741938430272114,2.6918446077857685,933529
2010-03-26,2.7655396461486816,2.8308497962835286,2.6869912593720304,2.700670662280327,4393250
2010-03-29,2.783633232116699,2.902338593090458,2.753625475689997,2.7845151316090995,2548628
2010-03-30,2.854679584503174,2.8948365418806814,2.7951056812322315,2.806579468899735,1651843
2010-03-31,2.827320098876953,2.8683602608900522,2.794223962524903,2.8595343357608516,605404
2010-04-01,2.8745369911193848,2.8860099096651433,2.797752858345968,2.797752858345968,1300869
2010-04-05,2.9098408222198486,2.938965377720657,2.848060431687601,2.883804430768551,1372916
2010-04-06,2.924844264984131,2.98132870451613,2.873213303861034,2.956616897581166,791390
2010-04-07,2.963676929473877,2.9742679516497437,2.920872757398331,2.953969106112643,1244157
2010-04-08,2.948232650756836,2.9751507227709015,2.9252857247689663,2.9252857247689663,2729159
2010-04-09,2.9711785316467285,3.0095705973901508,2.9133697416773034,2.983092832708833,1722758
2010-04-12,3.1119496822357178,3.133131294625068,2.97470950167823,2.9910367689611927,4504203
2010-04-13,3.1181273460388184,3.2028544404307793,3.02810517372014,3.0898846924728813,3909914
2010-04-15,3.0470802783966064,3.133130864713593,3.036489473655145,3.133130864713593,2337015
2010-04-16,3.2518374919891357,3.2919944493195863,3.009571382958591,3.009571382958591,11584208
2010-04-19,3.308763265609741,3.370542782552187,3.089002486026383,3.2258012718165023,6112921
2010-04-20,3.405404567718506,3.525875860091032,3.3272969257277674,3.3277383085047685,21031488
2010-04-21,3.5285236835479736,3.5541182596200285,3.371426246955224,3.439384483329114,7324143
2010-04-22,3.5567660331726074,3.5713284183195197,3.451298490982766,3.5302882604734163,5245160
2010-04-23,3.585449457168579,3.609720750522977,3.496750991498566,3.565592209124671,2087421
2010-04-26,3.605748414993286,3.6538485258616773,3.54043805747076,3.6004526879287053,1966793
2010-04-27,3.702831983566284,3.741223193072012,3.5691217924623047,3.622076252829988,3629238
2010-04-28,3.7116572856903076,3.7725555580261836,3.6097205870810463,3.66267505093781,5652023
2010-04-29,3.7562267780303955,3.7685828983065743,3.6189868225426167,3.6189868225426167,3043389
2010-04-30,3.7844696044921875,3.936271942921043,3.7081268358780344,3.8034447343634503,3484320
2010-05-03,3.7575509548187256,3.8656654795514824,3.4932202784573794,3.784469240306717,8569638
2010-05-04,3.7385764122009277,3.846690520710506,3.715629268688111,3.8038863467871713,2265173
2010-05-05,3.9040582180023193,4.3263693497457245,3.6273713754653576,3.662675073509005,47082423
2010-05-06,3.8131535053253174,3.9473048804574757,3.7804985355961898,3.9097946990171732,6508359
2010-05-07,3.7544617652893066,3.7897641583818693,3.539113745516903,3.6185459708749197,2737599
2010-05-10,3.8466901779174805,4.013937878281132,3.6635565947492994,3.6635565947492994,9214154
2010-05-11,3.7884409427642822,3.967161557910236,3.7346043700299156,3.9053818274736987,9118949
2010-05-12,3.864342451095581,3.9539232464833063,3.813594684260981,3.8391892591078958,6673965
2010-05-13,4.197955131530762,4.288418692821277,3.83918926693074,3.8824348247054177,50475449
2010-05-14,4.343579292297363,4.456989549781618,4.157797415484447,4.253997642030615,46108238
2010-05-17,4.359023571014404,4.501118086616675,4.192217248233208,4.2566457128563515,13133435
2010-05-18,4.262823104858398,4.45698906818185,4.2363453373785855,4.412860322021197,4620612
2010-05-19,4.182510852813721,4.262825228156529,4.032031744789728,4.262825228156529,21748670
2010-05-20,4.167506217956543,4.28047597375975,4.068658114781691,4.192217594020824,3477218
2010-05-21,4.190010070800781,4.201042473812592,4.037767240766265,4.1472063396180525,39619434
2010-05-24,3.9874610900878906,4.209868629513194,3.8877302404681733,4.1180818035467555,2036988
2010-05-25,3.824185371398926,3.945098288731264,3.7085686153593254,3.89214403940428,2093288
2010-05-26,3.979077100753784,4.028942099313149,3.786234816994779,3.786234816994779,3313979
2010-05-27,4.071304798126221,4.09513340155864,3.9049398926924885,4.033354113007856,1386399
2010-05-28,4.085867404937744,4.174124469167738,3.954805307205081,4.148088516102849,929618
2010-05-31,4.028059959411621,4.085427175646534,3.928329946799524,4.069541289437464,1221410
2010-06-01,4.147205829620361,4.184714695789368,4.051004759907265,4.1039589883934315,2354306
2010-06-02,4.153384208679199,4.192216796834528,4.10395973333731,4.10395973333731,1521849
2010-06-03,4.118522644042969,4.1922171135405115,4.060714490490364,4.165740642220458,1657401
2010-06-04,4.191336154937744,4.2178130653532335,4.060715401885457,4.123377914108851,3982888
2010-06-07,4.064685821533203,4.326368635851942,4.0593900944393235,4.326368635851942,1034396
2010-06-08,4.038649559020996,4.190893704311209,4.015702851419989,4.064244563403046,1183122
2010-06-09,4.189570426940918,4.271649876463121,4.097340904642129,4.097340904642129,12589271
